"Name","VisualLevel","Deprecated","TID","InfoTID","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","DonateXP","DonateCount","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","DeathShowTimeMS","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","DeployEffect2","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","TargetableByGroundAndAir","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","IsTotem","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DieDamageAffectsAir","NoDieDamageForSuicide","DisableProduction","CantBeEjected","SecondaryTroop","DontSpawnSecondaryWhenEjected","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","PushbackAfterHit","Pushback","PushbackTime","PushbackHousingLimit","SummonTroop","SummonTroopCount","SummonTime","SummonCooldown","SummonEffect","SummonLimit","ConsumeDebrisOnSummonRadius","SpawnIdle","SpawnOnAttack","StrengthWeight","AuraSpell","AuraSpellLevel","SpawnWhenDamaged","SpawnWhenDamagedEffect","JumpHeightPercent","NoClipping","Squad","WallMovementCost","BurstCount","BurstDelay","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","UndergroundEffect","UnderwaterEffect","MovingEffect","BecomesTargetableEffect","HideEffect","VillageType","UnitsInCamp","DisableDonate","ScaleByTH","EnabledByCalendar","EnabledBySuperLicence","LoseHpPerTick","LoseHpInterval","LoseHpEffect","UpgradeLevelByTH","UnlockByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget","RetargetAfterHit","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","DamageMultiplierTarget","DamageMultiplierPercent","FrostOnHitTime","FrostOnHitPercent","DoesNotOpenCC","DefensiveTroop","DamageReductionToStorages","BunkerTroops","BunkerTroopCount1","BunkerTroopCount2","BunkerDegenerationTime","BunkerSpawnDist","HeroDamageMultiplier","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","ImmuneToHealing","PreferHeroes","ForceRetaliation","HealerWeight","DefaultSkin","DefenseBonus","SmoothJump","SpecialAbilities","SpecialAbilitiesLevel","ReflectsDamage","AvoidNoiseInAttackPositionSelection","CarryOverToNextStage","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","MergeToCharacter","MergeSearchRadius","MergeEffect","SplitEffect","InheritHealthPercentage","PreviewScenario","AltPreviewScenario","StatBars","MaxSearchRadiusForDefender","AlertRadius"
,20,,,,,,10,,5191,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Power PEKKA 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,
"Moving Cannon",7,,"TID_MOVING_CANNON","TID_CHARACTER_INFO_MOVING_CANNON",16,7,5,240,666,,24,,"Elixir2",1000000,,,,450,1200,,115,,,,,"sc/ui.sc","icon_unit_moving_cannon_mortar_a","unit_movingCannon_big","sc/info_moving_cannon.sc",,"Moving Cannon Cannonball",,,,,"Moving Cannon Deploy",,"Moving Cannon Attack",,"Moving Cannon Hit",,"FALSE","FALSE","TRUE",,,"Moving Cannon Die",,"Cannon Cart 1","Barrack2","FALSE",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,400,"TRUE",,,,,,,,,"Moving_cannon_move",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MovingCannonPlaceholderAbility;Cannon Cart Mortar Mode","1;1",,"TRUE",,,,,,,,,,,,,,,
,8,,,,,,5,,666,,36,,,1100000,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;2",,,,,,,,,,,,,,,,,
,9,,,,,,5,,732,,48,,,1200000,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;2",,,,,,,,,,,,,,,,,
,10,,,,,,5,,732,,48,,,1400000,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;3",,,,,,,,,,,,,,,,,
,11,,,,,,6,,805,,60,,,1600000,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;3",,,,,,,,,,,,,,,,,
,12,,,,,,6,,805,,84,,,2400000,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;4",,,,,,,,,,,,,,,,,
,13,,,,,,7,,886,,108,,,2600000,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;4",,,,,,,,,,,,,,,,,
,14,,,,,,7,,886,,132,,,3400000,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;5",,,,,,,,,,,,,,,,,
,15,,,,,,8,,974,,132,,,3600000,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;5",,,,,,,,,,,,,,,,,
,16,,,,,,8,,974,,144,,,4100000,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;6",,,,,,,,,,,,,,,,,
,17,,,,,,9,,1072,,144,,,4300000,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;6",,,,,,,,,,,,,,,,,
,18,,,,,,9,,1072,,156,,,5300000,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;7",,,,,,,,,,,,,,,,,
,19,,,,,,10,,1179,,156,,,5700000,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;7",,,,,,,,,,,,,,,,,
,20,,,,,,10,,1179,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon Cart 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;8",,,,,,,,,,,,,,,,,
"Balloon2",11,,"TID_BALLOON_CARRIER","TID_INFO_BALLOON_CARRIER",15,9,7,150,3400,,60,,"Elixir2",2400000,,,,50,3500,,10,1,125,,"TRUE","sc/ui.sc","icon_unit_skeletonBalloon","unit_skeletonCarrier_big","sc/info_witch.sc",,,,,"Defense",,"Balloon Goblin Deploy",,"Balloon Goblin Attack",,"Balloon Goblin Hit",,"TRUE","FALSE","TRUE",,,"Balloon Goblin Die",,"Drop Ship 1","Barrack2","FALSE",,,20,"TombStone_village2",300,200,"Balloon Exposion",416,,,,,,,,,75,,,,,,,,"Balloon Skeleton",3,337,2700,,9,,,"TRUE",2860,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,600,500,,"TRUE",,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship Bomb","1",,"TRUE",,,,,,,,,,,,,,,
,12,,,,,,7,,3400,,84,,,2600000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 1",,,,,,,300,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,
,13,,,,,,7,,3740,,108,,,2800000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 2",,,,,,,300,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,
,14,,,,,,7,,3740,,132,,,3600000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 2",,,,,,,400,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,
,15,,,,,,8,,4114,,132,,,3800000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 3",,,,,,,400,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,
,16,,,,,,8,,4114,,144,,,4300000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 3",,,,,,,400,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,
,17,,,,,,9,,4525,,144,,,4500000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 4",,,,,,,400,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,
,18,,,,,,9,,4525,,156,,,5500000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 4",,,,,,,500,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,
,19,,,,,,10,,4978,,156,,,5700000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 5",,,,,,,500,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,
,20,,,,,,10,,4978,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drop Ship 5",,,,,,,500,,"Balloon Exposion",,,,,,,,,,,,,,,,,,,,,,,9,,,,3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,
"TutorialGoblin",1,,"TID_GOBLIN","TID_CHARACTER_INFO_GOBLIN",1,4,1,750,1,,,,,,,,,40,1000,,11,2,,,,"sc/ui.sc","icon_unit_goblin","unit_goblin_big","sc/info_goblin.sc",,,,,"Resource",,"Goblin Deploy",,"Goblin Attack",,"Goblin Hit",,"FALSE","FALSE","TRUE",,,"Goblin Die",,"Goblin","Barrack","FALSE",,,0,"TombStone",,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,50,50,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balloon Skeleton",1,,"TID_SKELETON","TID_CHARACTER_INFO_SKELETON2",1,1,1,300,10,,,,,,,,,40,1000,,20,1,,,,,,"unit_skeletonwarrior_withCarrier_big","sc/info_witch.sc",,,,,,,"Balloon Skeleton Deploy",,"Skeleton Attack",,"Skeleton Hit",,"FALSE","FALSE","TRUE",,,"Skeleton Die",,"Balloon Skeleton",,"FALSE",,,0,,,,,,,,"TRUE",,,,"TRUE",,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,100,100,,"TRUE",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
"BabyDragon2",5,,"TID_BABY_DRAGON2","TID_CHARACTER_INFO_BABY_DRAGON2",12,6,4,300,1331,,16,,"Elixir2",360000,,,,200,1000,,62,1,30,,,"sc/ui.sc","icon_unit_babydragon","unit_babydragon_big","sc/info_babydragon.sc",,"babydragon_projectile",,,,,"Bdragon Deploy",,"Bdragon Attack",,"Bdragon Hit",,"TRUE","TRUE","TRUE",,,"Bdragon Die",,"Baby Dragon 1 BB","Barrack2","FALSE",,,30,"TombStone_village2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1000,1000,,"TRUE",,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baby Dragon Flaming Sneeze;BabyDragonBBRageWhenAlone","1;1",,"TRUE",,,,,,,,,,,,,,,
,6,,,,,,4,,1331,,20,,,380000,,,,,,,62,,,,,,,,,,"babydragon_projectile",,,,,,,,,,,,,,,,,,"Baby Dragon 1 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;2",,,,,,,,,,,,,,,,,
,7,,,,,,4,,1464,,24,,,400000,,,,,,,68,,,,,,,,,,"babydragon_projectile",,,,,,,,,,,,,,,,,,"Baby Dragon 1 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;2",,,,,,,,,,,,,,,,,
,8,,,,,,4,,1464,,36,,,1000000,,,,,,,68,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 3 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2",,,,,,,,,,,,,,,,,
,9,,,,,,5,,1611,,48,,,1200000,,,,,,,75,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 3 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2",,,,,,,,,,,,,,,,,
,10,,,,,,5,,1611,,48,,,1400000,,,,,,,75,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 3 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;3",,,,,,,,,,,,,,,,,
,11,,,,,,6,,1772,,60,,,1600000,,,,,,,83,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 3 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;3",,,,,,,,,,,,,,,,,
,12,,,,,,6,,1772,,84,,,2400000,,,,,,,83,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 5 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3",,,,,,,,,,,,,,,,,
,13,,,,,,7,,1949,,108,,,2600000,,,,,,,91,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 5 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3",,,,,,,,,,,,,,,,,
,14,,,,,,7,,1949,,132,,,3400000,,,,,,,91,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 5 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;4",,,,,,,,,,,,,,,,,
,15,,,,,,8,,2144,,132,,,3600000,,,,,,,100,,,,,,,,,,"babydragon_projectile_lvl2",,,,,,,,,,,,,,,,,,"Baby Dragon 5 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;4",,,,,,,,,,,,,,,,,
,16,,,,,,8,,2144,,144,,,4100000,,,,,,,100,,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,,,"Baby Dragon 6 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4",,,,,,,,,,,,,,,,,
,17,,,,,,9,,2358,,144,,,4300000,,,,,,,110,,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,,,"Baby Dragon 6 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4",,,,,,,,,,,,,,,,,
,18,,,,,,9,,2358,,156,,,5100000,,,,,,,110,,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,,,"Baby Dragon 6 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;5",,,,,,,,,,,,,,,,,
,19,,,,,,10,,2358,,156,,,5500000,,,,,,,120,,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,,,"Baby Dragon 6 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;5",,,,,,,,,,,,,,,,,
,20,,,,,,10,,2358,,,,,,,,,,,,120,,,,,,,,,,"babydragon_projectile_lvl3",,,,,,,,,,,,,,,,,,"Baby Dragon 8 BB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5",,,,,,,,,,,,,,,,,
"Dark Witch",9,,"TID_DARK_WITCH","TID_CHARACTER_INFO_DARK_WITCH",14,8,6,150,750,,48,,"Elixir2",1400000,,,,400,700,,176,1,30,,,"sc/ui.sc","icon_unit_nightwitch","unit_nightwitch_big","sc/info_nightwitch.sc",,"Witch_projectile",,,,,"Warlock Deploy2",,"Warlock Attack2",,"Warlock Hit",,"FALSE","TRUE","TRUE",,,"Warlock Die",,"Night Witch 1","Barrack2","FALSE",,,0,"TombStone_village2",,,,,,,,,,,,,150,"TRUE",,,,,,,"Bat",3,750,6000,"Warlock Summon",4,,,,2879,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,1200,200,,"TRUE",,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Night Witch Bat Bomb","1",,,,,,,,,,,,,,,,,
,10,,,,,,6,,750,,48,,,1600000,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Night Witch 1",,,,,,,,,,,,,,,,,,,150,,,,,,,,,3,600,4800,,4,,,,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,
,11,,,,,,6,,830,,60,,,1800000,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Night Witch 1",,,,,,,,,,,,,,,,,,,150,,,,,,,,,3,600,4800,,4,,,,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,
